formula	moleculeIds	moleculeNames	SuperClass	Class	
C15H22O3	HMDB0035760|HMDB0039156|HMDB0015371|HMDB0030917|HMDB0031901|HMDB0034721|HMDB0035117|HMDB0035137|HMDB0035148|HMDB0035358|HMDB0035798|HMDB0036036|HMDB0036037|HMDB0036550|HMDB0036563|HMDB0036664|HMDB0037064|HMDB0037529|HMDB0037559|HMDB0039635|HMDB0039644|HMDB0040754|HMDB0061839	3-Hydroxytrichothecene|3beta-Hydroxycinnamolide|Gemfibrozil|1-Hydroxyacorenone|Blennin A|Procurcumadiol|(3beta,6beta)-Furanoeremophilane-3,6-diol|Heliannuol D|(6beta,8alpha)-6-Hydroxy-7(11)-eremophilen-12,8-olide|Ketosantalic acid|Piperdial|3beta-Dihydroxymarasmene|13-Hydroxymarasmene|3-Ketoapotrichothecene|Valerenolic acid|Ketopelenolide a|FS4 toxin|Lactaronecatorin A|Cadabicilone|Abscisic alcohol|Heliannuol A|(3beta,8beta)-3-Hydroxy-7(11)-eremophilen-12,8-olide|Ethylhexyl salicylate	Lipids and lipid-like molecules	"Prenol lipids;"	
C15H23NO3	HMDB0015520|HMDB0061122	Oxprenolol|4-Hydroxy-alprenolol	Other		
C15H24O	HMDB0036192|HMDB0036420|HMDB0036789|HMDB0036793|HMDB0037395|HMDB0038211|HMDB0038212|HMDB0038123|HMDB0038210|HMDB0013688|HMDB0030232|HMDB0032220|HMDB0033826|HMDB0034661|HMDB0034718|HMDB0034940|HMDB0035020|HMDB0035026|HMDB0035097|HMDB0035306|HMDB0035391|HMDB0035645|HMDB0035704|HMDB0035718|HMDB0035720|HMDB0035739|HMDB0035793|HMDB0036118|HMDB0036402|HMDB0036716|HMDB0036717|HMDB0036788|HMDB0036798|HMDB0037069|HMDB0037392|HMDB0037811|HMDB0038119|HMDB0038134|HMDB0038146|HMDB0038160|HMDB0038193|HMDB0038208|HMDB0038209|HMDB0038512|HMDB0038982|HMDB0039532|HMDB0039711|HMDB0040763|HMDB0060356|HMDB0059836	Apritone|Spathulenol|Caryophyllene alpha-oxide|3,15-Epoxy-6-caryophyllene|11-Copaen-4-ol|Humulenol I|Humulenol II|1,5-Epoxy-4(14)-salvialene|Humulene epoxide II|Nootkatol|(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol|Dihydronootkatone|2,6-Di-tert-butyl-4-methylphenol|alpha-Valerenol|Isospathulenol|alpha-Santal-10-en-12-ol|Acolamone|alpha-Cyperol|beta-Costol|Epishyobunone|Preisocalamendiol|Epoxyguaiene|Acorenone|Isocyperol|Isoacolamone|(R)-2,7(14),9-Bisabolatrien-11-ol|Fukinone|(3S,6E)-6-Caryophyllen-15-al|alpha-Bergamotenol|beta-Santalol|trans-beta-Santalol|beta-Betulenol|8alpha-3-Copaen-8-ol|Acoragermacrone|4(15)-Copaen-11-ol|Vetiverol|Eremofukinone|Bisabolene oxide|Calacone|7(14)-Isodaucen-10-one|Isoshyobunone|Humuladienone|Humulene epoxide I|Bisacurol|4-Nonylphenol|(6Z,9Z,12Z)-6,9,12-Pentadecatrien-2-one|Aromadendrene epoxide|Italicene ether|2-trans,6-trans-Farnesal|Cabreuva oxide D	Lipids and lipid-like molecules	"Prenol lipids;"	
C15H26	HMDB0061780	1,1,2-Trimethyl-3,5-bis(1-methylethenyl)cyclohexane	Lipids and lipid-like molecules	Prenol lipids	
C15H28O2	HMDB0032347|HMDB0029765|HMDB0034455|HMDB0036426|HMDB0037190|HMDB0037211|HMDB0037229|HMDB0038954|HMDB0039715|HMDB0040997	Isobutyl 10-undecenoate|9-Pentadecenoic acid|Exaltolide|Butyl undecylenate|Rhodinyl isovalerate|Menthyl isovalerate|Citronellyl pentanoate|Citronellyl isovalerate|Auberganol|15,5-Farnesanolide	Lipids and lipid-like molecules	"Fatty Acyls;;Prenol lipids"	
C15H30O	HMDB0031078|HMDB0031081|HMDB0059813	Pentadecanal|2-Pentadecanone|Heptyl ketone	Lipids and lipid-like molecules	"Fatty Acyls;"	
C15H30O2	HMDB0032250|HMDB0032328|HMDB0000826|HMDB0030469|HMDB0036218|HMDB0036220|HMDB0037306|HMDB0038907|HMDB0040998|HMDB0041588|HMDB0059820|HMDB0059833|HMDB0061707	Dodecyl propionate|Hexyl nonanoate|Pentadecanoic acid|Methyl tetradecanoate|Heptyl octanoate|Octyl heptanoate|Pentyl decanoate|3-Methylbutyl decanoate|7(14)-Farnesene-9,12-diol|2,6,10-Trimethyldodecanoic acid|Isopropyl_laurate|Ethyl tridecanoate|13-Methylmyristic acid	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids"	
C15H32O6	HMDB0037162	1,2,3-Tris(1-ethoxyethoxy)propane	Lipids and lipid-like molecules	Glycerolipids	
C16H10	HMDB0042002	Pyrene	Other		
C16H10O7	HMDB0029508|HMDB0126141|HMDB0126142|HMDB0128480|HMDB0128481|HMDB0128482|HMDB0128483|HMDB0128484	Laccaic acid D|12-hydroxy-5,7,9,20-tetraoxahexacyclo[11.7.0.0²,¹⁰.0³,⁸.0⁴,⁶.0¹⁴,¹⁸]icosa-1(13),2(10),11,14(18)-tetraene-17,19-dione|11,14-dihydroxy-6,8,19-trioxapentacyclo[10.7.0.0²,⁹.0³,⁷.0¹³,¹⁷]nonadeca-1(12),2(9),4,10,13(17)-pentaene-16,18-dione|4,5,14-trihydroxy-13-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11,13,15-heptaen-9-one|5,14,15-trihydroxy-13-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11,13,15-heptaen-9-one|5,6,14-trihydroxy-13-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11,13,15-heptaen-9-one|5,12,14-trihydroxy-13-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-9-one|3,5,14-trihydroxy-13-methoxy-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-1(10),2,4,6,11,13,15-heptaen-9-one	Other		
C16H13ClO6	HMDB0005797	Peonidin	Other	NA	
C16H14N2O	HMDB0030351	Arborine	Other		
C16H20N2O7	HMDB0001013	Cotinine glucuronide	Other		
C16H22O4	HMDB0001518|HMDB0013835|HMDB0013248|HMDB0033244|HMDB0133047|HMDB0133048|HMDB0133045|HMDB0133084|HMDB0133085|HMDB0133086|HMDB0133087|HMDB0133088|HMDB0133089|HMDB0133090|HMDB0133091	Alpha-CEHC|Diisobutyl phthalate|Monoethylhexyl phthalic acid|Dibutyl phthalate|bis(3-methylbut-2-en-1-yl)benzene-1,2,3,5-tetrol|2-[(3,3-dimethyloxiran-2-yl)methyl]-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol|2-(4-hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol|4-(3,7-dimethylocta-2,6-dien-1-yl)benzene-1,2,3,5-tetrol|2-{[3-methyl-3-(4-methylpent-3-en-1-yl)oxiran-2-yl]methyl}benzene-1,3,5-triol|2-[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-en-1-yl]benzene-1,3,5-triol|2-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]benzene-1,3,5-triol|2-(4-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol|2-(5-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol|2-[(6E)-8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl]benzene-1,3,5-triol|2-(8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol	Lipids and lipid-like molecules	";Prenol lipids"	
C16H22O5	HMDB0030555|HMDB0094679	Tocopheronic acid|Mono-(2-ethyl-5-hydroxyhexyl) phthalate	Lipids and lipid-like molecules	"Prenol lipids;"	
C16H24N2O	HMDB0014413|HMDB0015070	Ropinirole|Oxymetazoline	Other		
C16H24O	HMDB0029704	1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one	Lipids and lipid-like molecules	Prenol lipids	
C16H26O	HMDB0040179	2,6-Di-tert-butyl-4-ethylphenol	Other		
C16H26O2	HMDB0037712|HMDB0035293|HMDB0037631	[2,2-Bis(2-methylpropoxy)ethyl]benzene|Norambreinolide|3-Methyl-alpha-ionyl acetate	Lipids and lipid-like molecules	";Prenol lipids"	
C16H26O3	HMDB0033917|HMDB0060055|HMDB0112085|HMDB0112088|HMDB0112089|HMDB0112092|HMDB0112097	4-Hydroxy-3-methoxy-2,10-bisaboladien-9-one|Tetranor 12-HETE|3,4-Dimethyl-5-pentyl-2-furanpentanoic acid|5-Hexyl-2-furanhexanoic acid|3,4-Dimethyl-5-propyl-2-furanheptanoic acid|5-Pentyl-2-furanheptanoic acid|5-Butyl-2-furanoctanoic acid	Lipids and lipid-like molecules	"Prenol lipids;Fatty Acyls"	
C16H26O6	HMDB0029848|HMDB0029849|HMDB0038706	(-)-trans-Carveol glucoside|(+)-trans-Carveol glucoside|Perilloside A	Lipids and lipid-like molecules	Prenol lipids	
C16H28O	HMDB0031851|HMDB0036831	3-(5,6,6-Trimethylbicyclo[2.2.1]hept-1-yl)cyclohexanol|Ambronide	Lipids and lipid-like molecules	"Prenol lipids;"	
C16H28O2	HMDB0031086|HMDB0032340|HMDB0000477|HMDB0029351|HMDB0030429|HMDB0037805|HMDB0038255|HMDB0039131	(Z)-7-Hexadecen-1,16-olide|Isoambrettolide|7Z,10Z-Hexadecadienoic acid|Geranyl hexanoate|Linalyl hexanoate|D6-Ambrettolide|Geranyl 2-ethylbutyrate|Ethyl (Z,Z)-5,8-tetradecadienoate	Lipids and lipid-like molecules	";Fatty Acyls;Prenol lipids"	
C16H30O	HMDB0034181|HMDB0037544|HMDB0060482	3-Methylcyclopentadecanone|(±)-2-Dodecylcyclobutanone|Hexadecenal	Lipids and lipid-like molecules	";Fatty Acyls"	
C16H30O2	HMDB0037647|HMDB0032638|HMDB0002186|HMDB0003229|HMDB0012328|HMDB0010735|HMDB0031053|HMDB0031145|HMDB0031711|HMDB0033791|HMDB0035877|HMDB0038958|HMDB0041422	(E)-11-Hexadecenoic acid|(Z)-5-Hexadecenoic acid|Hypogeic acid|Palmitoleic acid|Palmitelaidic acid|Trans-Hexa-dec-2-enoic acid|(E)-6-Hexadecenoic acid|5-Dodecyldihydro-2(3H)-furanone|15-Hexadecanolide|(E)-3-Hexadecenoic acid|(Z)-13-Hexadecenoic acid|Citronellyl hexanoate|(Z)-14-Methyl-6-pentadecenoic acid	Lipids and lipid-like molecules	"Fatty Acyls;"	
C16H30O3	HMDB0010733|HMDB0030978|HMDB0030972|HMDB0030973	3-Oxohexadecanoic acid|11-Oxohexadecanoic acid|8-Oxohexadecanoic acid|9-Oxohexadecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C16H30O4	HMDB0041287|HMDB0000672|HMDB0059777	16-Hydroxy-10-oxohexadecanoic acid|Hexadecanedioic acid|2,2,4-Trimethyl-1,3-pentadienol diisobutyrate	Lipids and lipid-like molecules	"Fatty Acyls;"	
C16H30O5	HMDB0037830|HMDB0037831	xi-7-Hydroxyhexadecanedioic acid|xi-8-Hydroxyhexadecanedioic acid	Lipids and lipid-like molecules	Fatty Acyls	
C16H32O	HMDB0001551|HMDB0031052	Palmitaldehyde|2-Hexadecanone	Lipids and lipid-like molecules	"Fatty Acyls;"	
C16H32O2	HMDB0032065|HMDB0032249|HMDB0032324|HMDB0000220|HMDB0002396|HMDB0031068|HMDB0033166|HMDB0034153|HMDB0036210	Butyl dodecanoate|Dodecyl butyrate|Hexyl decanoate|Palmitic acid|Trimethyltridecanoic acid|Isopalmitic acid|Octyl octanoate|Ethyl tetradecanoate|Dodecyl 2-methylpropanoate	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids"	
C16H32O3	HMDB0010734|HMDB0031057|HMDB0061658|HMDB0112184|HMDB0112185|HMDB0112186|HMDB0112187|HMDB0112188|HMDB0112189|HMDB0112190|HMDB0112191|HMDB0112192	(R)-3-Hydroxy-hexadecanoic acid|(R)-2-Hydroxyhexadecanoic acid|3-hydroxyhexadecanoic acid|5-Hydroxyhexadecanoic acid|7-Hydroxyhexadecanoic acid|8-Hydroxyhexadecanoic acid|9-Hydroxyhexadecanoic acid|10-Hydroxyhexadecanoic acid|11-Hydroxyhexadecanoic acid|12-Hydroxyhexadecanoic acid|13-Hydroxyhexadecanoic acid|6-Hydroxyhexadecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C16H33NO	HMDB0012273	Palmitic amide	Lipids and lipid-like molecules	Fatty Acyls	
C16H33NO3	HMDB0032358	Lauroyl diethanolamide	Lipids and lipid-like molecules	Fatty Acyls	
C16H34O9	HMDB0094680	Octaethylene glycol	Other		
C17H21NO	HMDB0001927|HMDB0014434|HMDB0060632|HMDB0240250	Diphenhydramine|Atomoxetine|N-Demethyl orphenadrine|Phenyltoloxamine	Other		
C17H26O3	HMDB0030801|HMDB0030974|HMDB0031928|HMDB0039251|HMDB0137260	1-(4-Hydroxy-3-methoxyphenyl)-3-decanone|8-Acetoxy-4-acoren-3-one|Panaxytriol|Panaxacol|4-[(4E)-3-hydroxydec-4-en-1-yl]-2-methoxyphenol	Lipids and lipid-like molecules	";Fatty Acyls"	
C17H26O4	HMDB0035722|HMDB0005783|HMDB0034779|HMDB0035754|HMDB0040646	Tanacetol A|Gingerol|Nordihydrocapsiate|Phytuberin|Myrsinone	Lipids and lipid-like molecules	"Prenol lipids;"	
C17H26O5	HMDB0040756|HMDB0040980	3-Hydroxy-6,8-dimethoxy-7(11)-eremophilen-12,8-olide|Valdiate	Lipids and lipid-like molecules	Prenol lipids	
C17H27N3O17P2	HMDB0000290|HMDB0000304|HMDB0013112|HMDB0060522	Uridine diphosphate-N-acetylglucosamine|Uridine diphosphate-N-acetylgalactosamine|UDP-N-acetyl-D-mannosamine|UDP-N-acetyl-alpha-D-galactosamine	Other		
C17H28	HMDB0061857	6-Phenylundecane	Other		
C17H28O	HMDB0030932|HMDB0041333|HMDB0060512	Avocadenofuran|(all-Z)-8,11,14-Heptadecatrienal|Sterol	Lipids and lipid-like molecules	";Fatty Acyls;Steroids and steroid derivatives"	
C17H28O3S	HMDB0032549	N-Undecylbenzenesulfonic acid	Other		
C17H32O	HMDB0013813|HMDB0041335	13-Heptadecyn-1-ol|8-Heptadecenal	Lipids and lipid-like molecules	Fatty Acyls	
C17H32O2	HMDB0030997|HMDB0031046|HMDB0040888|HMDB0060038|HMDB0061858|HMDB0062437	Cyclohexaneundecanoic acid|(Z)-9-Heptadecenoic acid|2,4-Heptadecanedione|10Z-Heptadecenoic acid|7-Hexadecenoic acid, methyl ester|9Z-heptadecenoic acid	Lipids and lipid-like molecules	"Fatty Acyls;"	
C17H32O3	HMDB0035473|HMDB0038685	Avocadyne|Muricatacin	Lipids and lipid-like molecules	"Fatty Acyls;"	
C17H33O6	HMDB0039848	3-Oxotetradecanoic acid glycerides	Other	NA	
C17H34O	HMDB0031039|HMDB0031040	Heptadecanal|2-Heptadecanone	Lipids and lipid-like molecules	"Fatty Acyls;"	
C17H34O2	HMDB0034131|HMDB0002259|HMDB0031067|HMDB0037372|HMDB0040392|HMDB0040598|HMDB0059870|HMDB0061859	Nonyl octanoate|Heptadecanoic acid|(S)-14-Methylhexadecanoic acid|3-Methylbutyl dodecanoate|Isopropyl tetradecanoate|(±)-11-Methylhexadecanoic acid|Ethyl pentadecanoate|Methyl hexadecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C18H13NO4	HMDB0029826|HMDB0033247	Hallacridone|Aristolodione	Other		
C18H18O5	HMDB0032806|HMDB0030567|HMDB0033586|HMDB0033787|HMDB0037086|HMDB0040936|HMDB0041645|HMDB0041650|HMDB0041672|HMDB0041682|HMDB0041694|HMDB0041697|HMDB0041700|HMDB0041703|HMDB0126601|HMDB0126602|HMDB0126603|HMDB0126605|HMDB0126606|HMDB0126608|HMDB0129577|HMDB0130641	p-Hydroxyphenethyl trans-ferulate|(-)-3,4,9-Trimethoxypterocarpan|2'-Hydroxy-4,4',6'-trimethoxychalcone|2,3,9-Trimethoxypterocarpan|5,8-Dimethoxychalepensin|beta,2-Dihydroxy-4,6-dimethoxy-3-methylchalcone|2'-Hydroxyenterolactone|2-Hydroxyenterolactone|4'-Hydroxyenterolactone|4-Hydroxyenterolactone|5-Hydroxyenterolactone|6'-Hydroxyenterolactone|6-Hydroxyenterolactone|7-Hydroxyenterolactone|1-(2,4-dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-(2-hydroxyphenyl)prop-2-en-1-one|1-[2,4-dihydroxy-3-(hydroxymethyl)-6-methoxy-5-methylphenyl]-3-phenylprop-2-en-1-one|(2E)-1-[2,4-dihydroxy-5-(hydroxymethyl)-6-methoxy-3-methylphenyl]-3-phenylprop-2-en-1-one|1-(2,4-dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one|5-methoxy-2,4-dimethyl-6-(3-phenyloxirane-2-carbonyl)benzene-1,3-diol|1-(2,4-dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-(3-hydroxyphenyl)prop-2-en-1-one|5-hydroxy-7-methoxy-3-(3-methoxyphenyl)-8-methyl-3,4-dihydro-2H-1-benzopyran-4-one|7-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-6,8-dimethyl-3,4-dihydro-2H-1-benzopyran-4-one	Other		
C18H20N2S	HMDB0015038	Methdilazine	Other		
C18H24O4	HMDB0060352|HMDB0060379	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone|3-Polyprenyl-4-hydroxy-5-methoxybenzoate	Lipids and lipid-like molecules	"Prenol lipids;"	
C18H26O4	HMDB0012799|HMDB0034780	5'-Carboxy-gamma-chromanol|Capsiate	Other		
C18H28N2O	HMDB0014442|HMDB0015137	Bupivacaine|Levobupivacaine	Other		
C18H28O3	HMDB0030996|HMDB0038035|HMDB0040806	(2'E,4'Z,7'Z,8E)-Colnelenic acid|Panaquinquecol 1|[7]-Paradol	Lipids and lipid-like molecules	"Fatty Acyls;"	
C18H28O4	HMDB0029852|HMDB0032664|HMDB0031471|HMDB0033243|HMDB0034781|HMDB0040867	Methylgingerol|Corchorifatty acid A|Diplodiatoxin|Corchorifatty acid D|Dihydrocapsiate|5-O-Methylembelin	Lipids and lipid-like molecules	";Fatty Acyls"	
C18H28O5	HMDB0033631|HMDB0038580	Lactapiperanol D|Cibaric acid	Lipids and lipid-like molecules	"Prenol lipids;Lineolic acids and derivatives"	
C18H29NO2	HMDB0015447	Penbutolol	Other		
C18H30O	HMDB0034495|HMDB0037519	6,10,14-Trimethyl-5,9,13-pentadecatrien-2-one|2-(5,8-Tetradecadienyl)cyclobutanone	Lipids and lipid-like molecules	"Prenol lipids;"	
C18H30O2	HMDB0001388|HMDB0003073|HMDB0030962|HMDB0030963|HMDB0030964	Alpha-Linolenic acid|Gamma-Linolenic acid|Calendic acid|Punicic acid|Linolenelaidic acid	Lipids and lipid-like molecules	"Fatty Acyls;Lineolic acids and derivatives"	
C18H30O3	HMDB0036832|HMDB0030995|HMDB0004668|HMDB0004669|HMDB0010220|HMDB0010224|HMDB0010206|HMDB0010200|HMDB0010203|HMDB0011108|HMDB0029786|HMDB0029969|HMDB0030950|HMDB0031088|HMDB0031103|HMDB0031934|HMDB0034586|HMDB0039603|HMDB0061644|HMDB0062288|HMDB0112093|HMDB0112099|HMDB0112102|HMDB0112103	Sterebin D|(2'E,4'Z,8E)-Colneleic acid|13-OxoODE|9-OxoODE|9(10)-EpODE|9-HOTE|15(16)-EpODE|A-12(13)-EpODE|13-HOTE|17-Hydroxylinolenic acid|10-Oxo-11-octadecen-13-olide|Squamostanal A|15,16-Epoxy-9,12-octadecadienoic acid|12,13-Epoxy-9,15-octadecadienoic acid|2-Hydroxylinolenic acid|(9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid|(9Z,12Z,14E)-16-Hydroxy-9,12,14-octadecatrienoic acid|3,4-Dimethyl-5-pentyl-2-furanheptanoic acid|3,4-Dimethyl-5-propyl-2-furannonanoic acid|12(13)-epoxy-6Z,9Z-octadecadienoic acid|5-Heptyl-2-furanheptanoic acid|5-Hexyl-2-furanoctanoic acid|5-pentyl-2-furannonanoic acid|5-Butyl-3-methyl-2-furannonanoic acid	Lipids and lipid-like molecules	"Prenol lipids;Fatty Acyls;;Lineolic acids and derivatives"	
C18H30O3S	HMDB0031031|HMDB0059915	2-Dodecylbenzenesulfonic acid|4-Dodecylbenzenesulfonic Acid	Other		
C18H30O4	HMDB0013623|HMDB0033505|HMDB0035337|HMDB0038484	12(13)Ep-9-KODE|(9Z,11R,12S,13S,15Z)-12,13-Epoxy-11-hydroxy-9,15-octadecadienoic acid|Sterebin A|Auxin b	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids"	
C18H30O5	HMDB0031963	(3b,6b,8a,12a)-8,12-Epoxy-7(11)-eremophilene-6,8,12-trimethoxy-3-ol	Other		
C18H31NO4	HMDB0005049|HMDB0014750|HMDB0033503|HMDB0041248	10-Nitrolinoleic acid|Bisoprolol|Small bacteriocin|N-[[3-Hydroxy-2-(2-pentenyl)cyclopentyl]acetyl]isoleucine	Lipids and lipid-like molecules	"Fatty Acyls;"	
C18H32O	HMDB0037543	(±)-(Z)-2-(5-Tetradecenyl)cyclobutanone	Other		
C18H32O16	HMDB0029922|HMDB0001262|HMDB0003213|HMDB0003539|HMDB0006599|HMDB0006857|HMDB0011729|HMDB0011730|HMDB0029921|HMDB0029910|HMDB0029929|HMDB0029930|HMDB0029937|HMDB0033673|HMDB0033748|HMDB0034072|HMDB0035322|HMDB0038851|HMDB0038852|HMDB0038853|HMDB0039703|HMDB0039704|HMDB0039706|HMDB0039707|HMDB0039708|HMDB0040181|HMDB0040984|HMDB0041948|HMDB0060468	Galactotriose|Maltotriose|Raffinose|Levan|3-Galactosyllactose|Dextrin|1-Kestose|Melezitose|Neokestose|Gentiotriose|6-O-Glucosylmaltose|beta-D-Fructofuranosyl alpha-D-glucopyranosyl-(1->4)-D-glucopyranoside|Panose|6-Kestose|Umbelliferose|Gentianose|Fagopyritol B2|beta-D-Galactopyranosyl-(1->2)-[beta-D-galactopyranosyl-(1->4)]-D-galactose|beta-D-Galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-D-galactose|beta-D-Galactopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->6)-D-galactose|3-beta-Gentiobiosylglucose|alpha-D-Glucopyranosyl-(1->6)-alpha-D-glucopyranosyl-(1->2)-D-glucose|4-beta-Laminaribiosylglucose|alpha-D-Glucopyranosyl-(1->4)-alpha-D-glucopyranosyl-(1->6)-D-glucose|3-beta-Cellobiosylglucose|Fagopyritol A2|Sophorotriose|Nephritogenoside|D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	Lipids and lipid-like molecules	";Fatty Acyls"	
C18H32O2	HMDB0000673|HMDB0003797|HMDB0005047|HMDB0005048|HMDB0006270|HMDB0029800|HMDB0030430|HMDB0031051|HMDB0031097|HMDB0062238|HMDB0062784	Linoleic acid|Bovinic acid|9E,11E-Octadecadienoic acid|10E,12Z-Octadecadienoic acid|Linoelaidic acid|Mangiferic acid|Linalyl caprylate|Ethyl 2E,4Z-hexadecadienoate|5-Octadecynoic acid|6Z,9Z-octadecadienoic acid|Octadecadienoate	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids"	
C18H32O3	HMDB0004667|HMDB0004670|HMDB0004701|HMDB0004702|HMDB0010223|HMDB0029796|HMDB0029978|HMDB0029998|HMDB0062652|HMDB0112194	13S-hydroxyoctadecadienoic acid|Alpha-dimorphecolic acid|9,10-Epoxyoctadecenoic acid|12,13-EpOME|9-HODE|(Z)-13-Oxo-9-octadecenoic acid|Avenoleic acid|12-Hydroxy-8,10-octadecadienoic acid|(10E,12Z)-9-HODE|(9Z,​11E)-13-HODE	Lipids and lipid-like molecules	Fatty Acyls	
C18H32O4	HMDB0003871|HMDB0004706|HMDB0006940|HMDB0010221|HMDB0010208|HMDB0010201|HMDB0040900|HMDB0062281|HMDB0062434	13-L-Hydroperoxylinoleic acid|8(R)-Hydroperoxylinoleic acid|9(S)-HPODE|9,10-DiHODE|15,16-DiHODE|12,13-DiHODE|(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid|11-HpODE|(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C18H32O5	HMDB0035919|HMDB0038483|HMDB0040611	Corchorifatty acid F|Auxin a|(9R,10S,12Z)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid	Lipids and lipid-like molecules	"Fatty Acyls;Prenol lipids"	
C18H33NO	HMDB0062656	Linoleamide	Lipids and lipid-like molecules	Fatty Acyls	
C18H34O2	HMDB0000573|HMDB0000207|HMDB0003231|HMDB0041480|HMDB0059871|HMDB0062218|HMDB0062242|HMDB0062703|HMDB0240219	Elaidic acid|Oleic acid|Vaccenic acid|(Z)-13-Octadecenoic acid|Ethyl 9-hexadecenoate|(E)-13-Octadecenoic acid|7Z-octadecenoic acid|Octadec-9-enoic Acid|cis-Vaccenic acid	Lipids and lipid-like molecules	Fatty Acyls	
C18H34O3	HMDB0030979|HMDB0030980|HMDB0030981|HMDB0010736|HMDB0031127|HMDB0034074|HMDB0034297|HMDB0061650	9-Oxooctadecanoic acid|10-Oxooctadecanoic acid|11-Oxooctadecanoic acid|3-Oxooctadecanoic acid|5-Hexyltetrahydro-2-furanoctanoic acid|5-Oxooctadecanoic acid|Ricinoleic acid|9,10-epoxyoctadecanoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C18H34O4	HMDB0000782|HMDB0004704|HMDB0004705|HMDB0031679|HMDB0041220	Octadecanedioic acid|9,10-DHOME|12,13-DHOME|(9xi,10xi,12xi)-9,10-Dihydroxy-12-octadecenoic acid|Dibutyl decanedioate	Lipids and lipid-like molecules	Fatty Acyls	
C18H34O5	HMDB0030936|HMDB0004708|HMDB0004710|HMDB0038555	5,8,12-Trihydroxy-9-octadecenoic acid|9,12,13-TriHOME|9,10,13-TriHOME|(9S,10E,12S,13S)-9,12,13-Trihydroxy-10-octadecenoic acid	Lipids and lipid-like molecules	Fatty Acyls	
C18H35NO	HMDB0002117	Oleamide	Lipids and lipid-like molecules	Fatty Acyls	
C18H35NO2	HMDB0013648	Palmitoleoyl Ethanolamide	Other		
C18H35NO3	HMDB0013034	Palmitoylglycine	Other		
C18H36O	HMDB0002384|HMDB0029632|HMDB0062710	Stearaldehyde|Oleyl alcohol|(9Z)-octadecen-1-ol	Lipids and lipid-like molecules	"Fatty Acyls;NA"	
C18H36O2	HMDB0000827|HMDB0029811|HMDB0031066|HMDB0061946	Stearic acid|Ethyl hexadecanoate|16-Methylheptadecanoic acid|Hexyl dodecanoate	Lipids and lipid-like molecules	Fatty Acyls	
